city,description,formal_name,link,location,name,rank,rating_star,recommend_rate,review_link,review_number,state,tuition_and_fees,undergraduate_enrollment,ci,ci_level,city,contributor,crime_index,dg,dg_level,loc,loc_level,pc,pc_level,pcb,pcb_level,pv,pv_level,safety_index,sd,sd_level,sn,sn_level,university,update,wa,wa_level,wbi,wbi_level,wbm,wbm_level,wbsc,wbsc_level,wcs,wcs_level,whb,whb_level,wtc,wtc_level,pcp_in_Apr,pcp_in_Aug,pcp_in_Dec,pcp_in_Feb,pcp_in_Jan,pcp_in_July,pcp_in_June,pcp_in_Mar,pcp_in_May,pcp_in_Nov,pcp_in_Oct,pcp_in_Sep,tmax_in_Apr,tmax_in_Aug,tmax_in_Dec,tmax_in_Feb,tmax_in_Jan,tmax_in_July,tmax_in_June,tmax_in_Mar,tmax_in_May,tmax_in_Nov,tmax_in_Oct,tmax_in_Sep,tmin_in_Apr,tmin_in_Aug,tmin_in_Dec,tmin_in_Feb,tmin_in_Jan,tmin_in_July,tmin_in_June,tmin_in_Mar,tmin_in_May,tmin_in_Nov,tmin_in_Oct,tmin_in_Sep,university,Bike_Main_Means,Bus_Trolleybus_Main_Means,Bus_Trolleybus_Ride_Bus_Trolleybus,CO2_Emission_Index,Car_Main_Means,Distance_Bus_Trolleybus,Distance_Car,Distance_Overall,Driving_Car_Car,Inefficiency_Index,Motorbike_Main_Means,Overall_Bus_Trolleybus,Overall_Car,Overall_Overall,Time_Exp_Index,Time_Index_in_minutes,Traffic_Index,Train_Metro_Main_Means,Train_Metro_Ride_Bus_Trolleybus,Tram_Streetcar_Main_Means,University,Waiting_Bus_Trolleybus,Walking_Bus_Trolleybus,Walking_Main_Means,Working_from_Home_Main_Means
Burlington,"Nestled between the Adirondack and Green Mountains is the University of Vermont, a quasi-public school founded in 1791. It is known colloquially as UVM, which is Latin for Universitas Viridis Montis, or University of the Green Mountains. Students who want to take advantage of the surrounding nature in Burlington, Vermont, can rent skis, snowshoes, canoes and camping equipment on campus. Students don?é?t have to go far for an adventure, though; UVM has an adventure ropes course and an indoor rock climbing wall. There are more than 170 student organizations on campus, including about 15 fraternities and sororities. Fewer than 10 percent of students go Greek. Freshmen and sophomores must live on campus. The Catamounts athletic teams compete in the NCAA Division I America East Conference, cheered on by a mountain cat mascot named Rally. In Burlington, students can explore the outdoor Church Street Marketplace, a collection of restaurants and boutiques, or relax on the shores of Lake Champlain. For a more urban perience, Montreal and Boston are about 100 and 220 miles away, respectively.Among the university's programs for graduate students is the highly ranked College of Medicine. In addition to traditional classrooms on campus, the University of Vermont has the Rubenstein Ecosystem Science Laboratory, a waterfront campus with a floating classroom on Lake Champlain. Students can study lake ecology aboard the Melosira, a research vessel. The university also owns four farms, where students can research agricultural topics. Among the ranks of the university's distinguished alumni are John Dewey, an educational philosopher; Jody Williams, a Nobel Peace Prize-winning activist for her campaign against land mines; and Jon Kilik, the film producer responsible for ""Malcolm X"" and ""Babel.""",University of Vermont,https://www.usnews.com/best-colleges/university-of-vermont-3696,"Burlington, VT",UNIVERSITY OF VERMONT,117,5.0,100%,https://www.usnews.com/best-colleges/university-of-vermont-3696/reviews,6.0,VT,43890.0,11136,67.19,High,"Burlington, VT",18.0,35.52,50.0,Moderate,40.62,Moderate,42.19,Moderate,25.0,Low,35.94,Low,64.48,81.25,Very High,59.38,Moderate,University of Vermont,20-Feb,31.67,Low,33.33,Low,29.69,Low,10.71,Very Low,17.19,Very Low,39.06,Low,40.62,Moderate,3.64,4.4,1.71,1.56,1.72,5.61,2.37,1.02,1.42,3.17,5.49,3.06,58.1,83.2,38.8,30.1,29.1,77.7,82.4,46.3,69.9,46.1,63.4,73.4,37.8,65.5,25.1,13.9,17.1,61.5,61.3,24.1,48.0,29.8,47.9,55.7,University of Vermont,0.00%,0.00%,,"6,384.00",100.00%,,23.89,23.89,24.0,128.51,0.00%,,25.0,25.0,25,25.0,121.24,0.00%,,0.00%,University of Vermont,,,0.00%,0.00%
Orange,"Situated in the center of Orange County, Calif., Chapman University is a private school with a picturesque, convenient location. Students at Chapman live in the residential city of Orange, with Los Angeles, Long Beach, and Disneyland nearby.",Chapman University,https://www.usnews.com/best-colleges/chapman-university-1164,"Orange, CA",CHAPMAN UNIVERSITY,122,5.0,100%,https://www.usnews.com/best-colleges/chapman-university-1164/reviews,2.0,CA,57214.0,7404,,,,,,,,,,,,,,,,,,,,,Chapman University,,,,,,,,,,,,,,,,0.02,0.03,5.17,0.05,1.87,0.07,0.0,1.52,0.07,0.0,0.54,0.05,73.0,84.7,63.6,68.7,68.4,84.6,79.4,67.1,73.6,77.0,77.1,83.6,51.8,63.9,45.6,47.1,46.9,64.2,58.8,45.9,55.4,53.3,54.8,61.5,Chapman University,,,,,,,,,,,,,,,,,,,,,Chapman University,,,,
Chicago,"The Illinois Institute of Technology, a private university in Chicago, provides a variety of options for students interested in the sciences. IIT offers a wide range of engineering degree programs, as well as degrees in architecture, political science and more.",Illinois Institute of Technology,https://www.usnews.com/best-colleges/illinois-institute-of-technology-1691,"Chicago, IL",ILLINOIS INSTITUTE OF TECHNOLOGY,122,5.0,100%,https://www.usnews.com/best-colleges/illinois-institute-of-technology-1691/reviews,4.0,IL,50640.0,3123,71.98,High,"Chicago, IL",448.0,66.0,70.69,High,78.46,High,68.93,High,71.23,High,71.35,High,34.0,55.77,Moderate,25.34,Low,Illinois Institute of Technology,22-Mar,62.19,High,60.96,High,64.5,High,48.14,Moderate,55.61,Moderate,56.46,Moderate,65.63,High,0.71,4.51,2.3,1.26,1.96,1.89,6.78,1.25,1.79,0.72,5.78,1.23,61.3,86.2,45.8,27.5,34,82.3,83.8,53.3,69.7,48.1,66.6,79.8,42.5,68.1,30.3,13.2,24.5,66.5,64.8,35.3,50.8,32.5,52.7,60.7,Illinois Institute of Technology,3.62%,5.80%,25.25,"7,368.34",56.52%,8.07,30.57,23.28,45.26,212.3,0.00%,37.12,46.47,41.85,"2,202.54",41.85,189.2,15.94%,3.75,0.00%,Illinois Institute of Technology,4.25,3.88,13.04%,5.07%
Ames,"Iowa State University of Science and Technology dwarfs Ames, the small town in which it resides. The large school offers more than 850 student organizations, and sports are a big part of campus life. The Iowa State Cyclones compete in the NCAA Division I Big 12 Conference and share a special rivalry with the University of Iowa Hawkeyes. Despite the Cyclones moniker, the school mascot is a cardinal named Cy because a cyclone was hard to put into costume form. There are more than 60 fraternities and sororities at Iowa State, and most chapters have their own houses. Freshmen do not have to live on campus.There are more than 100 undergraduate majors offered at Iowa State, and, through the Soar in 4 initiative, advisers work with students to ensure they graduate in four years. For a study break, students can take a stroll through the roses in Reiman Gardens or check out more than 2,000 works of art around the campus ?é?one of the largest collections at any school in the country. For trips off campus, Des Moines  30 minutes away.Iowa State University of Science and Technology offers highly ranked graduate programs through its College of Veterinary Medicine and College of Engineering, and qualified undergrads can take special courses in human-computer interaction. The university is a land-grant institution, meaning faculty and students work on research projects that better the community as a whole. At the university's Iowa Agriculture and Home Economics Experiment Station, researchers work on air quality, biorenewable, crop and livestock, environmental and human health projects. The campus is also home to the Ames Laboratory, a research center for the U.S. Department of Energy. Notable alumni include Bruce Roth, inventor of the medication Lipitor, and Carrie Chapman Catt, co-founder of the League of Women Voters.",Iowa State University of Science and Technology,https://www.usnews.com/best-colleges/iowa-state-university-1869,"Ames, IA",IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY,122,5.0,100%,https://www.usnews.com/best-colleges/iowa-state-university-1869/reviews,4.0,IA,24504.0,26846,60.0,High,"Ames, IA",5.0,12.94,15.0,Very Low,15.0,Very Low,20.0,Low,10.0,Very Low,10.0,Very Low,87.06,95.0,Very High,85.0,Very High,Iowa State University of Science and Technology,18-Nov,5.0,Very Low,5.0,Very Low,0.0,Very Low,5.0,Very Low,5.0,Very Low,5.0,Very Low,15.0,Very Low,0.59,3.76,0.85,0.72,0.84,3.28,2.44,2.4,3.49,1.43,6.14,1.81,62.2,85.2,43.1,20.1,30.4,84.9,86.8,52.8,69.8,50.7,66.0,81.1,39.3,62.1,22.6,4.1,15.8,63.1,61.8,32.6,49.4,28.9,45.8,54.3,Iowa State University of Science and Technology,0.00%,0.00%,,"3,790.50",100.00%,,12.79,12.79,14.25,44.2,0.00%,,14.75,14.75,14.75,14.75,86.81,0.00%,,0.00%,Iowa State University of Science and Technology,,,0.00%,0.00%
Lawrence,"Founded in 1865, University of Kansas is a public institution. The school has 60.6% of its classes with fewer than 20 students, and the student-faculty ratio at University of Kansas is 17:1.",University of Kansas,https://www.usnews.com/best-colleges/university-of-kansas-1948,"Lawrence, KS",UNIVERSITY OF KANSAS,122,3.7,67%,https://www.usnews.com/best-colleges/university-of-kansas-1948/reviews,3.0,KS,28034.0,19135,50.0,Moderate,"Lawrence, KS",7.0,30.67,50.0,Moderate,21.43,Low,57.14,Moderate,17.86,Very Low,32.14,Low,69.33,85.71,Very High,67.86,High,University of Kansas,21-Sep,14.29,Very Low,39.29,Low,21.43,Low,17.86,Very Low,25.0,Low,35.71,Low,50.0,Moderate,3.53,5.59,0.33,0.28,2.39,3.4,5.56,3.82,8.87,0.91,6.32,3.8,65.0,88.8,54.9,32.4,42.4,87.4,87.3,60.5,71.2,58.2,71.0,84.4,42.8,68.9,31.3,13.7,26.2,68.0,66.1,38.8,53.4,35.5,49.7,61.2,University of Kansas,0.00%,0.00%,,"7,802.67",100.00%,,48.82,48.82,29.33,289.74,0.00%,,31.67,31.67,205.29,31.67,151.35,0.00%,,0.00%,University of Kansas,,,0.00%,0.00%
Columbia,"Students at the University of Missouri live in a unique botanical garden, with more than 40,000 plants across campus. More than a third of high school seniors from Missouri attend Mizzou each year, and all freshmen must live on campus. As the only Division I-A sports school in the state, the Missouri Tigers teams are a big focus of campus life. The teams compete in the NCAA Division I Southeastern Conference and are particularly competitive in football. The school mascot, Truman the Tiger, is named after former President Harry Truman, who was born in Missouri. Mizzou has more than 600 clubs and organizations for students. More than 20 percent of students join the school's Greek system, which is made up of 50-plus fraternities and sororities. Students also have a vast array of degree options, with more than 280 majors, nearly 70 of which can be completed online. The university's hometown of Columbia is in central Missouri and is host to annual events like the Roots 'n Blues 'n BBQ music festival and Art in the Park, a large creative works showcase. To travel around campus and the town on the weekends, students have free access to STRIPES, a transportation service that delivers riders to their homes from 10 p.m. to 3 a.m. Thursday through Sunday.The University of Missouri has highly ranked graduate programs at the College of Education and Robert J. Trulaske, Sr. College of Business, as well as a School of Medicine and a Tier 1 School of Law. This public research university offers opportunities for students to team up on faculty-led projects as early as their freshman year. Among the scores of notable Mizzou alumni are actor Jon Hamm, singer Sheryl Crow and U.S. Sen. Claire McCaskill. Playwright Tennessee Williams, who won the Pulitzer Prize for ""A Street Car Named Desire,"" attended but did not graduate.",University of Missouri,https://www.usnews.com/best-colleges/university-of-missouri-2516,"Columbia, MO",UNIVERSITY OF MISSOURI,122,4.4,100%,https://www.usnews.com/best-colleges/university-of-missouri-2516/reviews,5.0,MO,30450.0,23396,73.08,High,"Columbia, MO",13.0,39.11,55.77,Moderate,34.62,Low,51.92,Moderate,39.58,Low,36.54,Low,60.89,80.77,Very High,52.08,Moderate,University of Missouri,21-Sep,28.85,Low,36.54,Low,25.0,Low,34.62,Low,31.25,Low,34.62,Low,46.15,Moderate,5.59,1.54,1.51,0.89,2.78,4.79,10.95,5.23,5.09,0.85,5.76,2.41,65.1,88.2,54.9,30.8,38.9,85.7,85.5,59.3,71.4,56.8,69.2,84.2,43.6,67.5,33.4,14.8,26.9,67.8,65.0,39.8,53.2,34.7,50.7,59.9,University of Missouri,0.00%,0.00%,,"3,923.50",100.00%,,11.5,11.5,14.75,45.45,0.00%,,15.5,15.5,15.5,15.5,88.82,0.00%,,0.00%,University of Missouri,,,0.00%,0.00%
Potsdam,"Clarkson University is a private institution in northern New York, where students can attend several annual events, get involved with Greek life, and explore numerous varsity and recreational sports. Off campus, Clarkson students can discover the nearby Adirondack Mountains and Lake Placid, drive an hour to Canada or take a day trip to New York City.",Clarkson University,https://www.usnews.com/best-colleges/clarkson-university-2699,"Potsdam, NY",CLARKSON UNIVERSITY,127,0.0,75%,https://www.usnews.com/best-colleges/clarkson-university-2699/reviews,4.0,NY,54370.0,2905,,,,,,,,,,,,,,,,,,,,,Clarkson University,,,,,,,,,,,,,,,,3.06,3.24,2.09,1.93,2.13,6.48,3.92,1.92,1.51,2.41,5.74,2.99,56.3,79.9,36.4,27.7,27,74.8,77.8,44.6,66.5,44.1,61.3,70.0,34.1,60.5,20.1,7.2,12.4,56.4,55.4,19.7,41.9,26.3,43.7,49.6,Clarkson University,,,,,,,,,,,,,,,,,,,,,Clarkson University,,,,
Chicago,"DePaul University has two main campuses in the Loop and Lincoln Park neighborhoods of Chicago. The university offers a variety of academic programs including the School of Continuing and Professional Studies, which caters to adult students and offers additional credit opportunities based on previous professional experience. ",DePaul University,https://www.usnews.com/best-colleges/depaul-university-1671,"Chicago, IL",DEPAUL UNIVERSITY,127,4.9,100%,https://www.usnews.com/best-colleges/depaul-university-1671/reviews,12.0,IL,42012.0,14145,71.98,High,"Chicago, IL",448.0,66.0,70.69,High,78.46,High,68.93,High,71.23,High,71.35,High,34.0,55.77,Moderate,25.34,Low,DePaul University,22-Mar,62.19,High,60.96,High,64.5,High,48.14,Moderate,55.61,Moderate,56.46,Moderate,65.63,High,0.71,4.51,2.3,1.26,1.96,1.89,6.78,1.25,1.79,0.72,5.78,1.23,61.3,86.2,45.8,27.5,34,82.3,83.8,53.3,69.7,48.1,66.6,79.8,42.5,68.1,30.3,13.2,24.5,66.5,64.8,35.3,50.8,32.5,52.7,60.7,DePaul University,3.62%,5.80%,25.25,"7,368.34",56.52%,8.07,30.57,23.28,45.26,212.3,0.00%,37.12,46.47,41.85,"2,202.54",41.85,189.2,15.94%,3.75,0.00%,DePaul University,4.25,3.88,13.04%,5.07%
Washington,"Founded in 1864, Gallaudet University is a private institution. ",Gallaudet University,https://www.usnews.com/best-colleges/gallaudet-university-1443,"Washington, DC",GALLAUDET UNIVERSITY,127,2.3,33%,https://www.usnews.com/best-colleges/gallaudet-university-1443/reviews,3.0,DC,17112.0,1019,64.81,High,"Washington, DC",168.0,58.84,64.38,High,69.16,High,63.13,High,56.13,Moderate,61.71,High,41.16,65.28,High,36.96,Low,Gallaudet University,22-Mar,56.37,Moderate,59.6,Moderate,56.72,Moderate,44.74,Moderate,50.31,Moderate,52.8,Moderate,64.31,High,2.2,9.07,0.63,4.65,1.93,4.24,5.52,3.8,3.77,0.98,3.27,4.04,68.7,89.0,55.7,44.0,45.5,89.5,85.0,61.0,76.4,57.0,74.0,81.7,47.6,72.7,39.5,31.6,31.8,72.2,68.2,41.4,55.7,38.8,58.6,64.7,Gallaudet University,7.32%,4.88%,48.75,"8,060.15",64.63%,20.43,29.22,22.67,43.91,234.77,0.00%,66.25,44.17,40.49,"1,759.09",40.49,187.54,10.98%,11.25,0.00%,Gallaudet University,1.25,1.25,8.54%,3.66%
Newark,"Rutgers, the State University of New Jersey?é?Newark is located in the largest city in the state. More than 60 percent of students complete majors in the Newark College of Arts and Science",Rutgers University--Newark,https://www.usnews.com/best-colleges/rutgers-newark-2631,"Newark, NJ",RUTGERS UNIVERSITY--NEWARK,127,4.7,100%,https://www.usnews.com/best-colleges/rutgers-newark-2631/reviews,3.0,NJ,32409.0,9118,63.71,High,"Newark, NJ",32.0,71.47,85.0,Very High,82.5,Very High,78.23,High,57.76,Moderate,78.23,High,28.53,47.58,Moderate,20.16,Low,Rutgers University--Newark,21-Nov,71.77,High,70.0,High,78.23,High,49.17,Moderate,70.97,High,61.29,High,70.97,High,2.27,8.35,1.31,3.84,2.15,8.26,3.45,3.13,4.97,1.01,6.07,9.53,64.2,84.3,47.9,38.3,40.1,85.0,82.8,54.0,72.0,53.3,68.9,77.3,41.6,67.8,34.1,24.7,26.5,66.6,62.3,33.4,50.2,34.5,52.2,60.0,Rutgers University--Newark,0.00%,0.00%,,"11,305.00",83.33%,,31.22,26.42,51.0,291.61,0.00%,,51.0,47.5,"4,785.70",47.5,240.08,0.00%,,0.00%,Rutgers University--Newark,,,16.67%,0.00%
Seattle,"Seattle University is a private institution that has a strong focus on its Jesuit mission. Most Seattle students volunteer through programs such as the Children?é?s Literacy Project, which allows them to tutor children in local school",Seattle University,https://www.usnews.com/best-colleges/seattle-university-3790,"Seattle, WA",SEATTLE UNIVERSITY,127,5.0,100%,https://www.usnews.com/best-colleges/seattle-university-3790/reviews,1.0,WA,49335.0,4299,75.88,High,"Seattle, WA",260.0,50.77,71.24,High,55.63,Moderate,63.78,High,34.81,Low,45.36,Moderate,49.23,71.37,High,42.87,Moderate,Seattle University,22-Mar,43.33,Moderate,52.77,Moderate,41.24,Moderate,24.49,Low,46.02,Moderate,47.06,Moderate,64.41,High,1.03,0.11,4.08,4.69,8.75,0.0,1.91,2.62,1.13,10.26,5.76,3.02,62.8,77.8,41.9,46.6,48.8,79.1,76.6,53.2,65.7,53.0,57.9,70.4,43.2,57.1,34.2,36.3,38.8,56.9,55.5,38.0,48.1,42.7,45.8,53.4,Seattle University,3.79%,19.43%,35.34,"7,661.13",63.98%,16.9,24.74,21.06,41.22,226.42,1.42%,49.95,42.33,41.94,"2,232.80",41.94,191.77,1.90%,0.73,0.00%,Seattle University,6.46,6.56,6.16%,3.32%
South Orange,"A private, Catholic school in South Orange, N.J., Seton Hall University is about a 30-minute train ride to New York City. Many students take advantage of the university?é?s location by interning and job hunting in the nearby city while still enjoying the clubs, Greek life, and Division I sports on campus.",Seton Hall University,https://www.usnews.com/best-colleges/seton-hall-university-new-jersey-2632,"South Orange, NJ",SETON HALL UNIVERSITY,127,4.1,88%,https://www.usnews.com/best-colleges/seton-hall-university-new-jersey-2632/reviews,8.0,NJ,46880.0,5913,,,,,,,,,,,,,,,,,,,,,Seton Hall University,,,,,,,,,,,,,,,,2.27,8.35,1.31,3.84,2.15,8.26,3.45,3.13,4.97,1.01,6.07,9.53,64.2,84.3,47.9,38.3,40.1,85.0,82.8,54.0,72.0,53.3,68.9,77.3,41.6,67.8,34.1,24.7,26.5,66.6,62.3,33.4,50.2,34.5,52.2,60.0,Seton Hall University,,,,,,,,,,,,,,,,,,,,,Seton Hall University,,,,
Dayton,"Located about an hour away from both Cincinnati and the Ohio state capital of Columbus, the University of Dayton is a private school that encourages its students to practice their Catholic faith on campus. Students can also get involved in more than 200 organizations, the campus radio and television stations, and Division I varsity sports.",University of Dayton,https://www.usnews.com/best-colleges/university-of-dayton-3127,"Dayton, OH",UNIVERSITY OF DAYTON,127,5.0,100%,https://www.usnews.com/best-colleges/university-of-dayton-3127/reviews,4.0,OH,44890.0,8644,71.88,High,"Dayton, OH",24.0,59.91,82.95,Very High,69.57,High,67.71,High,48.86,Moderate,64.58,High,40.09,70.65,High,31.52,Low,University of Dayton,21-Oct,52.08,Moderate,64.13,High,55.21,Moderate,41.3,Moderate,44.57,Moderate,52.08,Moderate,66.67,High,2.61,3.36,4.39,2.01,2.47,5.65,6.95,3.59,4.02,1.83,3.53,3.43,64.8,86.5,51.6,33.5,37.6,83.9,83.4,59.4,72.0,50.8,70.2,79.8,41.6,66.5,32.4,19.5,27.2,65.5,63.3,34.5,48.9,31.6,52.2,57.7,University of Dayton,0.00%,0.00%,,"4,078.67",100.00%,,12.79,12.79,15.33,54.93,0.00%,,15.67,15.67,15.67,15.67,90.9,0.00%,,0.00%,University of Dayton,,,0.00%,0.00%
Lexington,"Located in the city of Lexington, the University of Kentucky offers Division I sports, Greek life, and nearly 350 student organizations. Off campus, Lexington can also be a source of fun for students, who can shop, golf, tour a museum, browse the farmers?é?market, or spend a day at the horse trac",University of Kentucky,https://www.usnews.com/best-colleges/university-of-kentucky-1989,"Lexington, KY",UNIVERSITY OF KENTUCKY,127,4.0,67%,https://www.usnews.com/best-colleges/university-of-kentucky-1989/reviews,7.0,KY,31608.0,22227,80.21,Very High,"Lexington, KY",24.0,50.86,66.3,High,55.21,Moderate,57.29,Moderate,43.48,Moderate,54.17,Moderate,49.14,76.04,High,39.58,Low,University of Kentucky,22-Mar,42.71,Moderate,43.48,Moderate,42.71,Moderate,45.65,Moderate,36.46,Low,43.75,Moderate,58.33,Moderate,2.71,7.49,4.59,4.61,4.79,4.82,6.7,4.73,4.79,2.08,6.58,3.15,63.6,85.1,56.7,37.7,40.5,84.0,82.3,60.5,72.4,53.3,70.0,78.1,41.6,66.1,36.0,23.9,27.3,65.2,63.0,36.5,49.9,32.1,51.7,58.4,University of Kentucky,9.09%,0.00%,,"5,803.64",90.91%,,17.27,16.11,24.0,95.49,0.00%,,24.0,23.36,23.36,23.36,114.15,0.00%,,0.00%,University of Kentucky,,,0.00%,0.00%
